序号	记录类型	分类目	分类科	分类亚科	昆虫名称	共生体分类门	共生体分类目	共生体分类属	共生体分类级别	共生体分类阶元	共生体名称	种类	寄生位置	传播模式	功能	功能标签	共生体序列数据	基因组序号	参考文献	doi号	期刊	出版年份	备注
RISB0830	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	Bacillota	Bacillales	Paenibacillus	Genus	Paenibacillus	Paenibacillus	Bacteria	Extracellular	Horizontal	Paenibacillus strains can be pathogens of arthropods	Digestive enzymes,Antimicrobials	PRJNA658986	None	Effects of maize (Zea mays) genotypes and microbial sources in shaping fall armyworm (Spodoptera frugiperda) gut bacterial communities	10.1038/s41598-021-83497-2	SCIENTIFIC REPORTS	2021	None
RISB0831	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	Pseudomonadota	Pseudomonadales	Pseudomonas	Genus	Pseudomonas	Pseudomonas	Bacteria	Extracellular	Horizontal	None	None	PRJNA658986	None	Effects of maize (Zea mays) genotypes and microbial sources in shaping fall armyworm (Spodoptera frugiperda) gut bacterial communities	10.1038/s41598-021-83497-2	SCIENTIFIC REPORTS	2021	None
RISB0832	Symbiont	Coleoptera	Curculionidae	Scolytinae	Xylosandrus germanus	Ascomycota	Microascales	Ambrosiella	Genus	Ambrosiella	Ambrosiella grosmanniae	Fungi	Extracellular	None	X. germanus exhibited an arrestment response to volatiles of A. grosmanniae, but not antagonistic fungi	None	None	None	Electrophysiological and Behavioral Responses of an Ambrosia Beetle to Volatiles of its Nutritional Fungal Symbiont	10.1007/s10886-021-01263-0	Journal of Chemical Ecology	2021	None
RISB0833	Amplicon	Hemiptera	Dinidoridae	None	Megymenum gracilicorne	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	None	None	LC594073-LC594427	None	Environmental Acquisition of Gut Symbiotic Bacteria in the Saw-Toothed Stinkbug, Megymenum gracilicorne (Hemiptera: Pentatomoidea: Dinidoridae)	10.2108/zs200163	ZOOLOGICAL SCIENCE	2021	None
RISB0834	Symbiont	Lepidoptera	Noctuidae	Heliothinae	Helicoverpa armigera	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus	Bacteria	None	None	cellulose degrading and applied for biomass conversion in biofuel industry	Digestive enzymes	MT052342	None	Evaluation of cellulose degrading bacteria isolated from the gut-system of cotton bollworm, Helicoverpa armigera and their potential values in biomass conversion.	10.7717/peerj.11254	PeerJ	2021	None
RISB0835	Symbiont	Lepidoptera	Noctuidae	Heliothinae	Helicoverpa armigera	Pseudomonadota	Enterobacterales	Klebsiella	Genus	Klebsiella	Klebsiella	Bacteria	None	None	cellulose degrading and applied for biomass conversion in biofuel industry	Digestive enzymes	MT052333-MT052340	None	Evaluation of cellulose degrading bacteria isolated from the gut-system of cotton bollworm, Helicoverpa armigera and their potential values in biomass conversion.	10.7717/peerj.11254	PeerJ	2021	None
RISB0836	Symbiont	Lepidoptera	Noctuidae	Heliothinae	Helicoverpa armigera	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus safensis	Bacteria	None	None	producing amylase	Digestive enzymes	None	None	Exploration of Amylases Producing Competency of Helicoverpa armigera Gut Bacterial Strain,  Bacillus subtilis RTSBA6 6.00.	None	Cihan University-Erbil Scientific Journal	2021	None
RISB0837	Symbiont	Lepidoptera	Noctuidae	Heliothinae	Helicoverpa armigera	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus subtillis	Bacteria	None	None	producing amylase	Digestive enzymes	None	None	Exploration of Amylases Producing Competency of Helicoverpa armigera Gut Bacterial Strain,  Bacillus subtilis RTSBA6 6.00.	None	Cihan University-Erbil Scientific Journal	2021	None
RISB0838	Symbiont	Lepidoptera	Noctuidae	Heliothinae	Helicoverpa armigera	Bacillota	Bacillales	Bacillus	Genus	Bacillus	Bacillus sp.	Bacteria	None	None	producing amylase	Digestive enzymes	None	None	Exploration of Amylases Producing Competency of Helicoverpa armigera Gut Bacterial Strain,  Bacillus subtilis RTSBA6 6.00.	None	Cihan University-Erbil Scientific Journal	2021	None
RISB0839	Symbiont	Lepidoptera	Noctuidae	Heliothinae	Helicoverpa armigera	Bacillota	Bacillales	Priestia	Genus	Bacillus	Bacillus megaterium	Bacteria	None	None	producing amylase	Digestive enzymes	None	None	Exploration of Amylases Producing Competency of Helicoverpa armigera Gut Bacterial Strain,  Bacillus subtilis RTSBA6 6.00.	None	Cihan University-Erbil Scientific Journal	2021	None
RISB0840	Symbiont	Hemiptera	Aleyrodidae	Aleyrodinae	Bemisia tabaci	Bacteroidota	Cytophagales	Candidatus Cardinium	Genus	Candidatus Cardinium	Cardinium	Bacteria	Intracellular	Vertical	ardinium can increase the thermal tolerance of whitefly	None	None	None	First evidence for thermal tolerance benefits of the bacterial symbiont Cardinium in an invasive whitefly, Bemisia tabaci	10.1002/ps.6543	PEST MANAGEMENT SCIENCE	2021	None
RISB0841	Symbiont	Coleoptera	Curculionidae	Gonipterinae	Gonipterus platensis	Microsporidia	None	Vairimorpha	Genus	Vairimorpha	Vairimorpha  or a new genus	Fungi	Intracellular	None	Symptoms in infected adults were identified by an abnormal abdomen with malformation of the second pair of wings, impairing their flight activity.	Growth and Development	MT367570-MT367571	None	First record of a new microsporidium pathogenic to Gonipterus platensis in Brazil	10.1038/s41598-021-90041-9	SCIENTIFIC REPORTS	2021	None
RISB0842	Symbiont	Hemiptera	Dactylopiidae	None	Dactylopius coccus	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Genus	Spiroplasma	Spiroplasma ixodetis DCF	Bacteria	Intracellular	None	use the T4SS to interact with the Dactylopius cells, which show a strong interaction and molecular signaling in the symbiosis	None	GCA_017847635.1	GISB0398	Functional genomics of a Spiroplasma associated with the carmine cochineals Dactylopius coccus and Dactylopius opuntiae	10.1186/s12864-021-07540-2	BMC GENOMICS	2021	None
RISB0843	Symbiont	Hemiptera	Dactylopiidae	None	Dactylopius coccus	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Genus	Spiroplasma	Spiroplasma ixodetis DCM	Bacteria	Intracellular	None	use the T4SS to interact with the Dactylopius cells, which show a strong interaction and molecular signaling in the symbiosis	None	GCA_017847655.1	GISB0399	Functional genomics of a Spiroplasma associated with the carmine cochineals Dactylopius coccus and Dactylopius opuntiae	10.1186/s12864-021-07540-2	BMC GENOMICS	2021	None
RISB0844	Symbiont	Hemiptera	Dactylopiidae	None	Dactylopius coccus	Mycoplasmatota	Entomoplasmatales	Spiroplasma	Genus	Spiroplasma	Spiroplasma ixodetis DO	Bacteria	Intracellular	None	use the T4SS to interact with the Dactylopius cells, which show a strong interaction and molecular signaling in the symbiosis	None	GCA_017847675.1	GISB0400	Functional genomics of a Spiroplasma associated with the carmine cochineals Dactylopius coccus and Dactylopius opuntiae	10.1186/s12864-021-07540-2	BMC GENOMICS	2021	None
RISB0845	Symbiont	Lepidoptera	Crambidae	Crambinae	Diatraea saccharalis	Ascomycota	Hypocreales	Fusarium	Genus	Fusarium	Fusarium verticillioides	Fungi	None	Vertical	manipulates both the host plant and insect herbivore across life cycle to promote its infection and dissemination	None	None	None	Fungal phytopathogen modulates plant and insect responses to promote its dissemination	10.1038/s41396-021-01010-z	ISME JOURNAL	2021	None
RISB0846	Symbiont	Hemiptera	Aphrophoridae	None	Philaenus spumarius	Pseudomonadota	Enterobacterales	Arsenophonus	Genus	Arsenophonus	Arsenophonus	Bacteria	Intracellular	None	None	None	None	None	Genetic and endosymbiotic diversity of Greek populations of Philaenus spumarius, Philaenus signatus and Neophilaenus campestris, vectors of Xylella fastidiosa	10.1038/s41598-021-83109-z	SCIENTIFIC REPORTS	2021	None
RISB0847	Symbiont	Hemiptera	Aphrophoridae	None	Philaenus spumarius	Pseudomonadota	Enterobacterales	Candidatus Hamiltonella	Genus	Candidatus Candidatus Hamiltonella	Hamiltonella	Bacteria	Intracellular	None	None	None	None	None	Genetic and endosymbiotic diversity of Greek populations of Philaenus spumarius, Philaenus signatus and Neophilaenus campestris, vectors of Xylella fastidiosa	10.1038/s41598-021-83109-z	SCIENTIFIC REPORTS	2021	None
RISB0848	Symbiont	Hemiptera	Aphrophoridae	None	Philaenus signatus	Pseudomonadota	Enterobacterales	Candidatus Hamiltonella	Genus	Candidatus Candidatus Hamiltonella	Hamiltonella	Bacteria	Intracellular	None	None	None	None	None	Genetic and endosymbiotic diversity of Greek populations of Philaenus spumarius, Philaenus signatus and Neophilaenus campestris, vectors of Xylella fastidiosa	10.1038/s41598-021-83109-z	SCIENTIFIC REPORTS	2021	None
RISB0849	Symbiont	Hemiptera	Aphrophoridae	None	Philaenus spumarius	Pseudomonadota	Rickettsiales	Rickettsia	Genus	Rickettsia	Rickettsia	Bacteria	Intracellular	None	None	None	None	None	Genetic and endosymbiotic diversity of Greek populations of Philaenus spumarius, Philaenus signatus and Neophilaenus campestris, vectors of Xylella fastidiosa	10.1038/s41598-021-83109-z	SCIENTIFIC REPORTS	2021	None
RISB0850	Symbiont	Hemiptera	Aphrophoridae	None	Philaenus signatus	Pseudomonadota	Rickettsiales	Rickettsia	Genus	Rickettsia	Rickettsia	Bacteria	Intracellular	None	None	None	None	None	Genetic and endosymbiotic diversity of Greek populations of Philaenus spumarius, Philaenus signatus and Neophilaenus campestris, vectors of Xylella fastidiosa	10.1038/s41598-021-83109-z	SCIENTIFIC REPORTS	2021	None
RISB0851	Symbiont	Hemiptera	Aphrophoridae	None	Neophilaenus campestris	Pseudomonadota	Rickettsiales	Rickettsia	Genus	Rickettsia	Rickettsia	Bacteria	Intracellular	None	None	None	None	None	Genetic and endosymbiotic diversity of Greek populations of Philaenus spumarius, Philaenus signatus and Neophilaenus campestris, vectors of Xylella fastidiosa	10.1038/s41598-021-83109-z	SCIENTIFIC REPORTS	2021	None
RISB0852	Symbiont	Hemiptera	Aphrophoridae	None	Philaenus spumarius	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	None	None	None	None	None	Genetic and endosymbiotic diversity of Greek populations of Philaenus spumarius, Philaenus signatus and Neophilaenus campestris, vectors of Xylella fastidiosa	10.1038/s41598-021-83109-z	SCIENTIFIC REPORTS	2021	None
RISB0853	Symbiont	Hemiptera	Aphrophoridae	None	Philaenus signatus	Pseudomonadota	Rickettsiales	Wolbachia	Genus	Wolbachia	Wolbachia	Bacteria	Intracellular	None	None	None	None	None	Genetic and endosymbiotic diversity of Greek populations of Philaenus spumarius, Philaenus signatus and Neophilaenus campestris, vectors of Xylella fastidiosa	10.1038/s41598-021-83109-z	SCIENTIFIC REPORTS	2021	None
RISB0854	Symbiont	Diptera	Culicidae	Anophelinae	Anopheles stephensi	Pseudomonadota	Rhodospirillales	Asaia	Genus	Asaia	Asaia sp. W12	Bacteria	None	None	Two complete operons encoding cytochrome bo3-type ubiquinol terminal oxidases (cyoABCD-1 and cyoABCD-2) were found in most Asaia genomes, possibly offering alternative terminal oxidases and allowing the flexible transition of respiratory pathways. Genes involved in the production of 2,3-butandiol and inositol have been found in Asaia sp. W12, possibly contributing to biofilm formation and stress tolerance.	None	GCA_003994335.1	GISB0284	Genome Features of Asaia sp. W12 Isolated from the Mosquito Anopheles stephensi Reveal Symbiotic Traits	10.3390/genes12050752	GENES	2021	None
RISB0855	Symbiont	Coleoptera	Silphidae	Nicrophorinae	Nicrophorus vespilloides	Ascomycota	Dipodascales	Yarrowia	Genus	Yarrowia	Yarrowia-like yeast BNone2	Fungi	Intracellular	None	potentially facilitate carcass utilization by producing digestive enzymes, eliminating cadaver-associated toxic volatiles, and releasing antimicrobials to sanitize the microenvironment	Digestive enzymes,Antimicrobials	GCA_017635955.1	GISB0395	Genomic analysis of novel Yarrowia-like yeast symbionts associated with the carrion-feeding burying beetle Nicrophorus vespilloides	10.1186/s12864-021-07597-z	BMC GENOMICS	2021	None
RISB0856	Symbiont	Coleoptera	Silphidae	Nicrophorinae	Nicrophorus vespilloides	Ascomycota	Dipodascales	Yarrowia	Genus	Yarrowia	Yarrowia-like yeast C11	Fungi	Intracellular	None	potentially facilitate carcass utilization by producing digestive enzymes, eliminating cadaver-associated toxic volatiles, and releasing antimicrobials to sanitize the microenvironment	Digestive enzymes,Antimicrobials	GCA_017639385.1	GISB0397	Genomic analysis of novel Yarrowia-like yeast symbionts associated with the carrion-feeding burying beetle Nicrophorus vespilloides	10.1186/s12864-021-07597-z	BMC GENOMICS	2021	None
RISB0857	Symbiont	Coleoptera	Silphidae	Nicrophorinae	Nicrophorus vespilloides	Ascomycota	Dipodascales	Yarrowia	Genus	Yarrowia	Yarrowia-like yeast ENone2	Fungi	Intracellular	None	potentially facilitate carcass utilization by producing digestive enzymes, eliminating cadaver-associated toxic volatiles, and releasing antimicrobials to sanitize the microenvironment	Digestive enzymes,Antimicrobials	GCA_017639365.1	GISB0396	Genomic analysis of novel Yarrowia-like yeast symbionts associated with the carrion-feeding burying beetle Nicrophorus vespilloides	10.1186/s12864-021-07597-z	BMC GENOMICS	2021	None
RISB0858	Symbiont	Hymenoptera	Formicidae	Myrmicinae	Cephalotes	Pseudomonadota	Burkholderiales	None	Order	Burkholderiales	Burkholderiales	Bacteria	None	None	enriches the nutrient composition by recycling nitrogen-rich metabolic waste to increase the production of amino acids	Nitrogen fixation,Nutrient provision	PRJNA683914	None	Gut bacteria are essential for normal cuticle development in herbivorous turtle ants	10.1038/s41467-021-21065-y	NATURE COMMUNICATIONS	2021	None
RISB0859	Symbiont	Hymenoptera	Formicidae	Myrmicinae	Cephalotes	Verrucomicrobiota	None	Opitutales	Genus	Opitutales	Opitutales	Bacteria	None	None	enriches the nutrient composition by recycling nitrogen-rich metabolic waste to increase the production of amino acids	Nitrogen fixation,Nutrient provision	PRJNA683914	None	Gut bacteria are essential for normal cuticle development in herbivorous turtle ants	10.1038/s41467-021-21065-y	NATURE COMMUNICATIONS	2021	None
RISB0860	Symbiont	Hymenoptera	Formicidae	Myrmicinae	Cephalotes	Pseudomonadota	None	Pseudomonadales	Genus	Pseudomonadales	Pseudomonadales	Bacteria	None	None	enriches the nutrient composition by recycling nitrogen-rich metabolic waste to increase the production of amino acids	Nitrogen fixation,Nutrient provision	PRJNA683914	None	Gut bacteria are essential for normal cuticle development in herbivorous turtle ants	10.1038/s41467-021-21065-y	NATURE COMMUNICATIONS	2021	None
RISB0861	Symbiont	Hymenoptera	Formicidae	Myrmicinae	Cephalotes	Pseudomonadota	None	Rhizobiales	Genus	Rhizobiales	Rhizobiales	Bacteria	None	None	enriches the nutrient composition by recycling nitrogen-rich metabolic waste to increase the production of amino acids	Nitrogen fixation,Nutrient provision	PRJNA683914	None	Gut bacteria are essential for normal cuticle development in herbivorous turtle ants	10.1038/s41467-021-21065-y	NATURE COMMUNICATIONS	2021	None
RISB0862	Symbiont	Hymenoptera	Formicidae	Myrmicinae	Cephalotes	Pseudomonadota	Xanthomonadales	None	Genus	Xanthomonadales	Xanthomonadales	Bacteria	None	None	enriches the nutrient composition by recycling nitrogen-rich metabolic waste to increase the production of amino acids	Nitrogen fixation,Nutrient provision	PRJNA683914	None	Gut bacteria are essential for normal cuticle development in herbivorous turtle ants	10.1038/s41467-021-21065-y	NATURE COMMUNICATIONS	2021	None
RISB0863	Amplicon	Orthoptera	None	None	Ensifera	None	None	None	None	None	Gut bacteria	Bacteria	Extracellular	None	influence the contrastic feeding habits of insects belonging to Ensifera	Feeding habits	SRR12241142-SRR12241203,SRR15607248-SRR15607256	None	Gut bacterial communities across 12 Ensifera (Orthoptera) at different feeding habits and its prediction for the insect with contrasting feeding habits	10.1371/journal.pone.0250675	PLOS ONE	2021	None
RISB0864	Amplicon	Hemiptera	Miridae	Mirinae	Adelphocoris suturalis	None	None	None	None	None	bacterial communities	Bacteria	Extracellular	None	None	None	SRR12622146-SRR12622211	None	Gut Bacterial Diversity in Different Life Cycle Stages of Adelphocoris suturalis (Hemiptera: Miridae)	10.3389/fmicb.2021.670383	FRONTIERS IN MICROBIOLOGY	2021	None
RISB0865	Symbiont	Diptera	Drosophilidae	Drosophilinae	Drosophila melanogaster	Pseudomonadota	Enterobacterales	Erwinia	Genus	Erwinia	Erwinia carotovora carotovora 15	Bacteria	None	None	Decrease olfactory discrimination	None	None	None	Gut cytokines modulate olfaction through metabolic reprogramming of glia	10.1038/s41586-021-03756-0	Nature	2021	None
RISB0866	Amplicon	Lepidoptera	Crambidae	Crambinae	Chilo suppressalis	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	None	None	SRX3161871-SRX3161893	None	Gut microbial communities associated with phenotypically divergent populations of the striped stem borer Chilo suppressalis (Walker, 1863)	10.1038/s41598-021-94395-y	SCIENTIFIC REPORTS	2021	None
RISB0867	Symbiont	Lepidoptera	Noctuidae	Amphipyrinae	Spodoptera frugiperda	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	affects energy and metabolic homeostasis in S. frugiperda	Nutrient provision	GSM5335139-GSM5335144	None	Gut Microbiota Dysbiosis Influences Metabolic Homeostasis in Spodoptera frugiperda	10.3389/fmicb.2021.727434	Frontiers in Microbiology	2021	None
RISB0868	Symbiont	Hymenoptera	Siricidae	None	Sirex noctilio	Basidiomycota	Russulales	Amylostereum	Genus	Amylostereum	Amylostereum	Fungi	Extracellular	None	may encod enzymes involved in degrading lignocellulose and fixing nitrogen	Nitrogen fixation,Digestive enzymes	SRR13240013-SRR13240036	None	Gut Structure and Microbial Communities in Sirex noctilio (Hymenoptera: Siricidae) and Their Predicted Contribution to Larval Nutrition	10.3389/fmicb.2021.641141	FRONTIERS IN MICROBIOLOGY	2021	None
RISB0869	Symbiont	Hymenoptera	Siricidae	None	Sirex noctilio	Pseudomonadota	Nitrosomonadales	Nitrosospira	Genus	Nitrosospira	Nitrosospira	Bacteria	Extracellular	None	might be involved in degrading organic matter and fixing nitrogen occurred exclusively in the larval gut	Nitrogen fixation,Digestive enzymes	SRR13240013-SRR13240036	None	Gut Structure and Microbial Communities in Sirex noctilio (Hymenoptera: Siricidae) and Their Predicted Contribution to Larval Nutrition	10.3389/fmicb.2021.641141	FRONTIERS IN MICROBIOLOGY	2021	None
