ID	Title	Authors	doi	Journal	Publish Time	Species	Symbiont
2199	Borings and coprolites of termites in fossil woods from the Lower Cretaceous (Kachaike Formation) of Argentinean Patagonia	Greppi, CD; Massini, JLG; Rombola, CF; Pujana, RR	10.1016/j.revpalbo.2022.104800	REVIEW OF PALAEOBOTANY AND PALYNOLOGY	2023	None	None
2200	Regulatory Small RNAs for a Sustained Eco-Agriculture	Barathi, S; Sabapathi, N; Aruljothi, KN; Lee, JH; Shim, JJ; Lee, JT	10.3390/ijms24021041	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES	2023	None	None
2201	Prospects of endophytic fungi as a natural resource for the sustainability of crop production in the modern era of changing climate	Nasif, SO; Siddique, A; Siddique, A; Islam, MM; Hassan, O; Deepo, DM; Hossain, A	10.1007/s13199-022-00879-4	SYMBIOSIS	2023	None	None
2202	No evidence of foliar disease impact on crop root functional strategies and soil microbial communities: what does this mean for organic coffee?	Gagliardi, S; Avelino, J; Fulthorpe, R; Virginio, ED; Isaac, ME	10.1111/oik.08987	OIKOS	2023	None	None
2203	Dietary exposure to Cry1Fa protein can lower microbiome biodiversity and induce shift in symbiotic microbial communities in wolf spider Pardosa astrigera	Liu, WJ; Nasir, M; Zhu, XZ; Iqbal, MS; Wang, L; Zhang, KX; Li, DY; Ji, JC; Luo, JY; Cui, JJ; Gao, XK	10.1127/entomologia/2023/1776	ENTOMOLOGIA GENERALIS	2023	None	None
2204	Adverse effects of high concentrations of two enteric bacteria on Spodoptera frugiperda and their benefits with respect to insect food quality	Wang, P; He, PC; Fu, WD; Chu, D	10.1127/entomologia/2023/2019	ENTOMOLOGIA GENERALIS	2023	None	None
2205	RNAi in termites (Isoptera): current status and prospects for pest management	Mogilicherla, K; Chakraborty, A; Taning, CNT; Smagghe, G; Roy, A	10.1127/entomologia/2022/1636	ENTOMOLOGIA GENERALIS	2023	None	None
2206	Nutritive and immunological benefits derived from the honey bee gut microbiome are threatened by anthropogenic stressors	de Beer, JC; Sole, CL; Pirk, CWW; Weldon, CW	10.17159/2254-8854/2023/a14674	AFRICAN ENTOMOLOGY	2023	None	None
2207	Uncovering the Microbiota of Bagworm Metisa plana (Lepidoptera: Psychidae) in Oil Palm Plantations in Malaysia	Ting, A; Abidin, CMRZ; Hamid, NH; Azzam, G; Salim, H	10.21315/tlsr2023.34.1.11	TROPICAL LIFE SCIENCES RESEARCH	2023	None	None
2208	Impairing the development of an olive fly pest by targeting its symbiotic bacteria in egg-infested fruits	Perin, C; Martinez-Sañudo, I; Carofano, I; Mori, N; Santoiemma, G; Squartini, A; Tondello, A; Mazzon, L	10.1127/entomologia/2023/1916	ENTOMOLOGIA GENERALIS	2023	None	None
2209	The intrinsic diversity of Nezara viridula gut symbionts affects the host fitness decline promoted by primary symbiont elimination	Prieto, SV; Brunetti, M; Magoga, G; Orru, B; Gonella, E; Montagna, M; Alma, A	10.1127/entomologia/2023/2224	ENTOMOLOGIA GENERALIS	2023	None	None
2210	Behaviour of two fly species reared for livestock feed: optimising production and insect welfare	Kortsmit, Y; van der Bruggen, M; Wertheim, B; Dicke, M; Beukeboom, LW; van Loon, JJA	10.3920/JIFF2021.0214	JOURNAL OF INSECTS AS FOOD AND FEED	2023	None	None
2211	Dissecting a mutualistic interaction involving an insect-endosymbiont association	Fang, J; Wang, YQ; Hu, JY; Hoffmann, AA; Li, LZ; Yin, ZW; Yang, F; Cao, LJ; Zhu, JQ; Liu, QX; Hong, Y; Duan, FY; Xiao, MQ; Li, C; Tang, LY; Wei, XY; Jia, JQ; Yu, WD; Jiang, WB	10.1127/entomologia/2022/1697	ENTOMOLOGIA GENERALIS	2023	None	None
2212	Adaptive Plasticity of Insect Eggs in Response to Environmental Challenges	Hilker, M; Salem, H; Fatouros, NE	10.1146/annurev-ento-120120-100746	ANNUAL REVIEW OF ENTOMOLOGY	2023	None	None
2213	Sugarcane multitrophic interactions: Integrating belowground and aboveground organisms	Gallan, DZ; Penteriche, AB; Henrique, MO; Silva-Filho, MC	10.1590/1678-4685-GMB-2022-0163	GENETICS AND MOLECULAR BIOLOGY	2023	None	None
2214	Harmful and beneficial symbionts of Tenebrio molitor and their implications for disease management	Slowik, AR; Herren, P; Bessette, E; Lim, FS; Hernandez-Pelegrín, L; Savio, C	10.3920/JIFF2022.0171	JOURNAL OF INSECTS AS FOOD AND FEED	2023	None	None
2215	ilvE as a potential RNAi target to inhibit amino acid synthesis to control the wheat aphid Sitobion miscanthi	Li, Q; Fan, J; Chen, Y; Hou, ML; Chen, JL	10.1127/entomologia/2022/1528	ENTOMOLOGIA GENERALIS	2023	None	None
2216	Response of Rattus norvegicus (Berkenhout, 1769) (Rodentia: Muridae) to entomopathogenic bacteria infected insect cadavers1	Ulug, D	10.16970/entoted.1199313	TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY	2023	None	None
2217	Low diversity and host specificity in the gut microbiome community of Eciton army ants (Hymeno ptera: Formicidae: Dorylinae) in a Costa Rican rainforest	Mendoza-Guido, B; Rodríguez-Hernández, N; Ivens, ABF; VON Beeren, C; Murillo-Cruz, C; Zuniga-Chaves, I; Lukasik, P; Sanchez, E; Kronauer, DJC; Tomás, AAP	10.25849/myrmecol.news_033:019	MYRMECOLOGICAL NEWS	2023	None	None
2218	Endophytic Beauveria bassiana modifies flowering phenology, floral volatile profile and pollinator behaviour in melon	González-Mas, N; Cuenca-Medina, M; García-Mozo, H; Muñoz-Redondo, JM; Moreno-Rojas, JM; Padilla-Alvarez, F; Rodríguez-Gómez, IM; Quesada-Moraga, E	10.1127/entomologia/2023/1991	ENTOMOLOGIA GENERALIS	2023	None	None
2219	Infection of perennial ryegrass (Lolium perenne) by an endophyte fungus (Neotyphodium lolii) decreases the abundance and diversity of predators and parasitoids	Chacón-Fuentes, M; Martínez-Cisterna, D; Reyes, C; Vera, W; Fincheira, P; Lizama, M; Quiroz, A; Bardehle, L	10.1590/1806-9665-RBENT-2023-0012	REVISTA BRASILEIRA DE ENTOMOLOGIA	2023	None	None
2220	Still standing: The heat protection delivered by a facultative symbiont to its aphid host is resilient to repeated thermal stress	Tougeron, K; Iltis, C; Rampnoux, E; Goerlinger, A; Dhondt, L; Hance, T	10.1016/j.cris.2023.100061	CURRENT RESEARCH IN INSECT SCIENCE	2023	None	None
2221	A First Look at Possible Diet-Induced Variations in the Fecal Microbiota of the Agricultural Pest Diaprepes abbreviatus	Cintron-Berrios, K; Santiago-Rodríguez, TM; Figueroa-Pratts, PG; Latimer-Fantauzzi, S; Guerra-Montenegro, M; Toranzos, GA	10.18475/cjos.v53i2.a22	CARIBBEAN JOURNAL OF SCIENCE	2023	None	None
2222	Fungal Endophytes: A Storehouse of Bioactive Compounds	Shah, SK; Dey, YN; Madhavan, Y; Maity, A	10.2174/1389557522999220422133020	MINI-REVIEWS IN MEDICINAL CHEMISTRY	2023	None	None
2223	In vitro liquid mass production of a South African isolate of Heterorhabditis zealandica	Dunn, MD; Malan, AP	10.17159/2254-8854/2023/a16150	AFRICAN ENTOMOLOGY	2023	None	None
2224	16S rRNA Gene Sequencing of Six Psyllid Species of the Family Carsidaridae Identified Various Bacteria Including Symbiopectobacterium	Maruyama, J; Inoue, H; Hirose, Y; Nakabachi, A	10.1264/jsme2.ME23045	MICROBES AND ENVIRONMENTS	2023	None	None
2225	Isolation and Characterization of Bacterial Gut Symbionts from Irradiated, Wild and Lab Reared Males of Melon Fly, Zeugodacus cucurbitae (Coquillett)	Lakshmi, BCM; Panduranga, GS; Rajesh, A; Reddy, PK; Manjula, K	10.51963/jers.v25i2.2348	JOURNAL OF THE ENTOMOLOGICAL RESEARCH SOCIETY	2023	None	None
2226	The Human Colony: Symbiogenesis and Sympoiesis in the Works of K.S. Merezhkovskii and A.A. Bogdanov	Erley, M	10.53953/08696365_2023_179_1_87	NOVOE LITERATURNOE OBOZRENIE	2023	None	None
2227	Evidence of cuticular hydrocarbon profile alterations by Wolbachia in females, but not males, of an aculeate parasitoid wasp	Ronchetti, F; Schmitt, T; Negri, A; Gabrieli, P; Epis, S; Bandi, C; Romano, M; Polidori, C	10.1127/entomologia/2022/1735	ENTOMOLOGIA GENERALIS	2023	None	None
2228	Monotonicity properties arising in a simple model of Wolbachia invasion for wild mosquito populations	Vicencio, D; Vasilieva, O; Gajardo, P	10.3934/mbe.2023053	MATHEMATICAL BIOSCIENCES AND ENGINEERING	2023	None	None
2229	Invasiveness, biology, ecology, and management of the fall armyworm, Spodoptera frugiperda	Kenis, M; Benelli, G; Biondi, A; Calatayud, PA; Day, R; Desneux, N; Harrison, RD; Kriticos, D; Rwomushana, I; van den Berg, J; Verheggen, F; Zhang, YJ; Agboyi, LK; Ahissou, RB; Ba, MN; Bernal, J; Bueno, AD; Carriére, Y; Carvalho, GA; Chen, XX; Cicero, L; du Plessis, H; Early, R; Fallet, P; Fiaboe, KKM; Firake, DM; Goergen, G; Groot, AT; Guedes, RNC; Gupta, A; Hu, G; Huang, F; Jaber, LR; Malo, EA; McCarthy, CB; Meagher, RL; Mohamed, S; Sanchez, DM; Nagoshi, RN; Nègre, N; Niassy, S; Ota, N; Nyamukondiwa, C; Omoto, C; Palli, SR; Pavela, R; Ramirez-Romero, R; Rojas, JC; Subramanian, S; Tabashnik, BE; Tay, WT; Virla, EG; Wang, S; Williams, T; Zang, LS; Zhang, LS; Wu, KM	10.1127/entomologia/2022/1659	ENTOMOLOGIA GENERALIS	2023	None	None
2230	Phoresy and Mites: More Than Just a Free Ride	Seeman, OD; Walter, DE	10.1146/annurev-ento-120220-013329	ANNUAL REVIEW OF ENTOMOLOGY	2023	None	None
2231	Molecular Mechanisms Underlying Host Plant Specificity in Aphids	Shih, PY; Sugio, A; Simon, JC	10.1146/annurev-ento-120220-020526	ANNUAL REVIEW OF ENTOMOLOGY	2023	None	None
2232	Factors determining the variability of the size of generative reproduction organs and leaves of Cytisus scoparius (L.) Link in western Poland	Maj, M; Giertych, MJ	10.5586/asbp/174333	ACTA SOCIETATIS BOTANICORUM POLONIAE	2023	None	None
2233	Mathematical modelling of the interactive dynamics of wild and Microsporidia MB-infected mosquitoes	Mfangnia, CNT; Tonnang, HEZ; Tsanou, B; Herren, J	10.3934/mbe.2023679	MATHEMATICAL BIOSCIENCES AND ENGINEERING	2023	None	None
2234	Coextinction is magnifying the current extinction crisis, as illustrated by the eriophyoid mites and their host plants	Ozman-Sullivan, SK; Sullivan, GT	10.24349/vktm-dk8m	ACAROLOGIA	2023	None	None
2235	Discovery of the vector of visceral leishmaniasis, Phlebotomus (Artemievus) alexandri Sinton, 1928, in Kenya suggests complex transmission dynamics	Kiplagat, S; Villinger, J; Kigen, CK; Kidambasi, KO; Muema, JM; Mwangi, SM; Wangari, M; Matoke-Muhia, D; Masiga, DK; Bargul, JL	10.1016/j.crpvbd.2023.100134	CURRENT RESEARCH IN PARASITOLOGY & VECTOR-BORNE DISEASES	2023	None	None
2236	Total RNA sequencing of Phlebotomus chinensis sandflies in China revealed viral, bacterial, and eukaryotic microbes potentially pathogenic to humans	Wang, J; Gou, QY; Luo, GY; Hou, X; Liang, GD; Shi, M	10.1080/22221751.2022.2109516	EMERGING MICROBES & INFECTIONS	2022	None	None
2237	Carnivorous plants and their biotic interactions	Mithöfer, A	10.1080/17429145.2022.2038710	JOURNAL OF PLANT INTERACTIONS	2022	None	None
2238	Eastern Whip-poor-will abundance declines with urban land cover and increases with moth abundance in the American Midwest	Souza-Cole, I; Ward, MP; Mau, RL; Foster, JT; Benson, TJ	10.1093/ornithapp/duac032	ORNITHOLOGICAL APPLICATIONS	2022	None	None
2239	Mycorrhizal benefits on plant growth and protection against Spodoptera exigua depend on N availability	Ramírez-Serrano, B; Querejeta, M; Minchev, Z; Gamir, J; Perdereau, E; Pozo, MJ; Dubreuil, G; Giron, D	10.1080/17429145.2022.2120212	JOURNAL OF PLANT INTERACTIONS	2022	None	None
2240	Recent advances and potential applications of cross-kingdom movement of miRNAs in modulating plant's disease response	Rabuma, T; Gupta, OP; Chhokar, V	10.1080/15476286.2022.2062172	RNA BIOLOGY	2022	None	None
2241	Host's genetic background determines the outcome of reciprocal faecal transplantation on life-history traits and microbiome composition	Juottonen, H; Moghadam, NN; Murphy, L; Mappes, J; Galarza, JA	10.1186/s42523-022-00210-y	ANIMAL MICROBIOME	2022	None	None
2242	Symbiotic microbes aid host adaptation by metabolizing a deterrent host pine carbohydrate D-pinitol in a beetle-fungus invasive complex	Liu, FH; Ye, FY; Cheng, CH; Kang, ZW; Kou, HR; Sun, JH	10.1126/sciadv.add5051	SCIENCE ADVANCES	2022	None	None
2243	Complex host/symbiont integration of a multi-partner symbiotic system in the eusocial aphid Ceratovacuna japonica	Yorimoto, S; Hattori, M; Kondo, M; Shigenobu, S	10.1016/j.isci.2022.105478	ISCIENCE	2022	None	None
2244	Effects of Microbial Transfer during Food-Gut-Feces Circulation on the Health of Bombyx mori	Qin, LJ; Qi, JP; Shen, GW; Qin, DY; Wu, JX; Song, YW; Cao, Y; Zhao, P; Xia, QY	10.1128/spectrum.02357-22	MICROBIOLOGY SPECTRUM	2022	None	None
2245	Symbiotic Microorganisms and Their Different Association Types in Aquatic and Semiaquatic Bugs	Men, Y; Yang, ZW; Luo, JY; Chen, PP; Moreira, FFF; Liu, ZH; Yin, JD; Xie, BJ; Wang, YH; Xie, Q	10.1128/spectrum.02794-22	MICROBIOLOGY SPECTRUM	2022	None	None
2246	Tripartite Symbiotic Digestion of Lignocellulose in the Digestive System of a Fungus-Growing Termite	Ahmad, F; Yang, GY; Zhu, YN; Poulsen, M; Li, WH; Yu, T; Mo, JC	10.1128/spectrum.01234-22	MICROBIOLOGY SPECTRUM	2022	None	None
2247	A Novel Widespread MITE Element in the Repeat-Rich Genome of the Cardinium Endosymbiont of the Spider Oedothorax gibbosus	Halter, T; Hendrickx, F; Horn, M; Manzano-Marín, A	10.1128/spectrum.02627-22	MICROBIOLOGY SPECTRUM	2022	None	None
2248	Bt protein hasten entomopathogenic fungi-induced death of nontarget pest whitefly by suppressing protective symbionts br	Zhao, DX; Ni, XL; Zhang, ZC; Niu, HT; Qiu, RT; Guo, HF	10.1016/j.scitotenv.2022.158588	SCIENCE OF THE TOTAL ENVIRONMENT	2022	None	None
2249	Testing hypotheses of a coevolutionary key innovation reveals a complex suite of traits involved in defusing the mustard oil bomb	Okamura, Y; Dort, H; Reichelt, M; Tunström, K; Wheat, CW; Vogel, H	10.1073/pnas.2208447119	PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA	2022	None	None
2250	Phosphorus availability drives mycorrhiza induced resistance in tomato	Dejana, L; Ramírez-Serrano, B; Rivero, J; Gamir, J; López-Ráez, JA; Pozo, MJ	10.3389/fpls.2022.1060926	FRONTIERS IN PLANT SCIENCE	2022	None	None
2251	A critical review of Pongamia pinnata multiple applications: From land remediation and carbon sequestration to socioeconomic benefits	Degani, E; Prasad, MVR; Paradkar, A; Pena, R; Soltangheisi, A; Ullah, I; Warr, B; Tibbett, M	10.1016/j.jenvman.2022.116297	JOURNAL OF ENVIRONMENTAL MANAGEMENT	2022	None	None
2252	Gut microbial community supplementation and reduction modulates African armyworm susceptibility to a baculovirus	Donkersley, P; Rice, A; Graham, RI; Wilson, K	10.1093/femsec/fiac147	FEMS MICROBIOLOGY ECOLOGY	2022	None	None
2253	Quantifying the impacts of symbiotic interactions between two invasive species: the tawny crazy ant (Nylanderia fulva) tending the sorghum aphid (Melanaphis sorghi)	Holt, JR; Malacrinò, A; Medina, RF	10.7717/peerj.14448	PEERJ	2022	None	None
2254	The devil is in the details: Variable impacts of season, BMI, sampling site temperature, and presence of insects on the post-mortem microbiome	Tarone, AM; Mann, AE; Zhang, Y; Zascavage, RR; Mitchell, EA; Morales, E; Rusch, TW; Allen, MS	10.3389/fmicb.2022.1064904	FRONTIERS IN MICROBIOLOGY	2022	None	None
2255	Influence of Polymer Size on Polystyrene Biodegradation in Mealworms (Tenebrio molitor): Responses of Depolymerization Pattern, Gut Microbiome, and Metabolome to Polymers with Low to Ultrahigh Molecular Weight	Peng, BY; Sun, Y; Xiao, SZ; Chen, JB; Zhou, XF; Wu, WM; Zhang, YL	10.1021/acs.est.2c06260	ENVIRONMENTAL SCIENCE & TECHNOLOGY	2022	None	None
2256	Biodegradation of Graphene Oxide by Insects (Tenebrio molitor Larvae): Role of the Gut Microbiome and Enzymes	Liu, ZM; Zhao, J; Lu, K; Wang, ZY; Yin, LY; Zheng, H; Wang, X; Mao, L; Xing, BS	10.1021/acs.est.2c03342	ENVIRONMENTAL SCIENCE & TECHNOLOGY	2022	None	None
2257	Volatile organic compounds shape belowground plant-fungi interactions	Duc, NH; Vo, HN; van Doan, C; Hamow, KA; Le, KH; Posta, K	10.3389/fpls.2022.1046685	FRONTIERS IN PLANT SCIENCE	2022	None	None
2258	Genome-level analyses resolve an ancient lineage of symbiotic ascomycetes	Díaz-Escandón, D; Tagirdzhanova, G; Vanderpool, D; Allen, CCG; Aptroot, A; Ceska, O; Hawksworth, DL; Huereca, A; Knudsen, K; Kocourková, J; Lücking, R; Resl, P; Spribille, T	10.1016/j.cub.2022.11.014	CURRENT BIOLOGY	2022	None	None
2259	Plant-mediated rifampicin treatment of Bemisia tabaci disrupts but does not eliminate endosymbionts	Milenovic, M; Gouttepifre, A; Eickermann, M; Junk, J; Rapisarda, C	10.1038/s41598-022-24788-0	SCIENTIFIC REPORTS	2022	None	None
2260	Diversity and composition of the microbiome associated with eggs of the Southern green stinkbug, Nezara viridula (Hemiptera: Pentatomidae)	Geerinck, MWJ; Van Hee, S; Gloder, G; Crauwels, S; Colazza, S; Jacquemyn, H; Cusumano, A; Lievens, B	10.1002/mbo3.1337	MICROBIOLOGYOPEN	2022	None	None
2261	Different performances in polyethylene or polystyrene plastics long-term feeding and biodegradation by Zophobas atratus and Tenebrio molitor larvae, and core gut bacterial- and fungal-microbiome responses	Wang, JM; Wang, YM; Li, X; Weng, Y; Wang, YJ; Han, XY; Peng, M; Zhou, AF; Zhao, X	10.1016/j.jece.2022.108957	JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING	2022	None	None
2262	Microbiome of pear psyllids: A tale about closely related species sharing their endosymbionts	Serbina, LS; Gajski, D; Pafco, B; Zurek, L; Malenovsky, I; Nováková, E; Schuler, H; Dittmer, J	10.1111/1462-2920.16180	ENVIRONMENTAL MICROBIOLOGY	2022	None	None
2263	Soil microbiomes drive aboveground plant-pathogen-insect interactions	van Dijk, LJA; Abdelfattah, A; Ehrlén, J; Tack, AJM	10.1111/oik.09366	OIKOS	2022	None	None
2264	Impacts of Ecological Shading by Roadside Trees on Tea Foliar Nutritional and Bioactive Components, Community Diversity of Insects and Soil Microbes in Tea Plantation	Zou, Y; Zhong, YN; Yu, H; Pokharel, SS; Fang, WP; Chen, FJ	10.3390/biology11121800	BIOLOGY-BASEL	2022	None	None
2265	Responses of the human gut microbiota to physiologically digested insect powders or isolated chitin thereof	Refael, G; Riess, HT; Levi, CS; Magzal, F; Tamir, S; Koren, O; Lesmes, U	10.1016/j.fufo.2022.100197	FUTURE FOODS	2022	None	None
2266	Insect-plant-fungus interactions in mycorrhizal associations, with a focus on spittlebugs and ectomycorrhizal host plants	Thompson, V	10.1111/een.13192	ECOLOGICAL ENTOMOLOGY	2022	None	None
2267	Mining the diversity and functional profile of bacterial symbionts from the larvae of Chironomus circumdatus (bloodworms)	Shaha, CM; Dar, MA; Pandit, RS	10.1007/s12223-022-00984-3	FOLIA MICROBIOLOGICA	2022	None	None
2268	Geography, taxonomy, and ecological guild: Factors impacting freshwater macroinvertebrate gut microbiomes	Ayayee, PA; Wesner, JS; Ouellette, SP	10.1002/ece3.9663	ECOLOGY AND EVOLUTION	2022	None	None
2269	Symbiotic microbiota: A class of potent immunomodulators	Sharma, S; Chaubey, KK; Singh, SV; Gupta, S	10.2306/scienceasia1513-1874.2022.139	SCIENCEASIA	2022	None	None
2270	Gut microbiota composition in the sympatric and diet-sharing Drosophila simulans and Dicranocephalus wallichii bowringi shaped largely by community assembly processes rather than regional species pool	Zhu, YX; Yang, R; Wang, XY; Wen, T; Gong, MH; Shen, Y; Xu, JY; Zhao, DS; Du, YZ	10.1002/imt2.57	IMETA	2022	None	None
2271	A history of the genetic and molecular identification of genes and their functions controlling insect sex determination	Saccone, G	10.1016/j.ibmb.2022.103873	INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY	2022	None	None
2272	Characterization of Burkholderia bacteria clade compositions in soil and Riptortus pedestris (Hemiptera: Alydidae) in South Korea	Kim, JY; Jung, M; Lee, DH	10.1016/j.aspen.2022.101976	JOURNAL OF ASIA-PACIFIC ENTOMOLOGY	2022	None	None
2273	Implications of environmentally shaped microbial communities for insecticide resistance in Sitobion miscanthi	Wang, C; Li, XA; Jin, DC; Gong, PP; Li, QC; Zhang, YH; Li, XR; Deng, Y; Cernava, T; Zhu, X	10.1016/j.envres.2022.114409	ENVIRONMENTAL RESEARCH	2022	None	None
